datetime,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,total_sub_metering,target_next_hour_power
2021-01-03 23:00:00,0.1137,0.01,235.31,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-04 00:00:00,0.1,0.01,239.07,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-04 01:00:00,0.1,0.01,244.2,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-04 02:00:00,0.1,0.01,240.81,0.1,0.0,0.0,0.0,0.0,0.4028
2021-01-04 03:00:00,0.4028,0.0321,235.31,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-04 04:00:00,0.1,0.01,234.5,0.1,0.0,0.0,0.0,0.0,0.1215
2021-01-04 05:00:00,0.1215,0.01,242.83,0.1,0.0,0.0,0.0,0.0,0.1306
2021-01-04 06:00:00,0.1306,0.0104,236.16,0.1,0.0,0.0,0.0,0.0,0.8725
2021-01-04 07:00:00,0.8725,0.0696,239.24,0.1,0.1032,0.0,0.0,0.1032,1.0615
2021-01-04 08:00:00,1.0615,0.0846,239.11,0.1,0.281,0.0,0.0,0.281,1.0017
2021-01-04 09:00:00,1.0017,0.0799,239.34,0.1,0.1892,0.0,0.0,0.1892,0.2903
2021-01-04 10:00:00,0.2903,0.0231,236.92,0.1,0.0,0.0369,0.0,0.0369,0.1286
2021-01-04 11:00:00,0.1286,0.0103,243.3,0.1,0.0,0.0242,0.0,0.0242,0.2628
2021-01-04 12:00:00,0.2628,0.021,239.01,0.1,0.0,0.0326,0.0,0.0326,0.3668
2021-01-04 13:00:00,0.3668,0.0292,239.64,0.1,0.0,0.0249,0.0,0.0249,0.4831
2021-01-04 14:00:00,0.4831,0.0385,245.85,0.1,0.0,0.0575,0.0,0.0575,0.3566
2021-01-04 15:00:00,0.3566,0.0284,238.11,0.1,0.0,0.0,0.0,0.0,0.3854
2021-01-04 16:00:00,0.3854,0.0307,240.8,0.1,0.0,0.0,0.0,0.0,0.5029
2021-01-04 17:00:00,0.5029,0.0401,245.91,0.1,0.0,0.0,0.0,0.0,1.4981
2021-01-04 18:00:00,1.4981,0.1195,239.72,0.1,0.5643,0.0,0.0,0.5643,1.3977
2021-01-04 19:00:00,1.3977,0.1115,242.59,0.1,0.5419,0.0,0.4246,0.9665,1.2122
2021-01-04 20:00:00,1.2122,0.0967,246.6,0.1,0.2607,0.0,0.4809,0.7416,1.3217
2021-01-04 21:00:00,1.3217,0.1054,236.1,0.1,0.0,0.0,0.3555,0.3555,0.2078
2021-01-04 22:00:00,0.2078,0.0166,238.96,0.1,0.0,0.0,0.0971,0.0971,0.4764
2021-01-04 23:00:00,0.4764,0.038,242.13,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-05 00:00:00,0.1,0.01,238.74,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-05 01:00:00,0.1,0.01,237.83,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-05 02:00:00,0.1,0.01,238.19,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-05 03:00:00,0.1,0.01,237.68,0.1,0.0,0.0,0.0,0.0,0.1021
2021-01-05 04:00:00,0.1021,0.01,239.41,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-05 05:00:00,0.1,0.01,235.64,0.1,0.0,0.0,0.0,0.0,0.2194
2021-01-05 06:00:00,0.2194,0.0175,235.25,0.1,0.0,0.0,0.0,0.0,0.7338
2021-01-05 07:00:00,0.7338,0.0585,243.34,0.1,0.2117,0.0,0.0,0.2117,0.9551
2021-01-05 08:00:00,0.9551,0.0762,241.89,0.1,0.1265,0.0,0.0,0.1265,0.9665
2021-01-05 09:00:00,0.9665,0.0771,242.4,0.1,0.136,0.0,0.0,0.136,0.3678
2021-01-05 10:00:00,0.3678,0.0293,240.3,0.1,0.0,0.0333,0.0,0.0333,0.2179
2021-01-05 11:00:00,0.2179,0.0174,235.65,0.1,0.0,0.0365,0.0,0.0365,0.2768
2021-01-05 12:00:00,0.2768,0.0221,242.15,0.1,0.0,0.0418,0.0,0.0418,0.2131
2021-01-05 13:00:00,0.2131,0.017,238.48,0.1,0.0,0.0322,0.0,0.0322,0.126
2021-01-05 14:00:00,0.126,0.01,239.17,0.1,0.0,0.0221,0.0,0.0221,0.3246
2021-01-05 15:00:00,0.3246,0.0259,236.53,0.1,0.0,0.0,0.0,0.0,0.5028
2021-01-05 16:00:00,0.5028,0.0401,231.45,0.1,0.0,0.0,0.0,0.0,0.3866
2021-01-05 17:00:00,0.3866,0.0308,239.71,0.1,0.0,0.0,0.0,0.0,1.4203
2021-01-05 18:00:00,1.4203,0.1132,237.72,0.1,0.4896,0.0,0.0,0.4896,1.2702
2021-01-05 19:00:00,1.2702,0.1013,235.07,0.1,0.3173,0.0,0.5277,0.8449,1.4106
2021-01-05 20:00:00,1.4106,0.1125,235.33,0.1,0.2342,0.0,0.3121,0.5463,1.4348
2021-01-05 21:00:00,1.4348,0.1144,239.22,0.1,0.0,0.0,0.4612,0.4612,0.6373
2021-01-05 22:00:00,0.6373,0.0508,235.7,0.1,0.0,0.0,0.1648,0.1648,0.3242
2021-01-05 23:00:00,0.3242,0.0259,241.4,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-06 00:00:00,0.1,0.01,237.36,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-06 01:00:00,0.1,0.01,242.22,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-06 02:00:00,0.1,0.01,240.57,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-06 03:00:00,0.1,0.01,241.69,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-06 04:00:00,0.1,0.01,235.86,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-06 05:00:00,0.1,0.01,244.46,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-06 06:00:00,0.1,0.01,240.1,0.1,0.0,0.0,0.0,0.0,1.1151
2021-01-06 07:00:00,1.1151,0.0889,241.58,0.1,0.3002,0.0,0.0,0.3002,1.0849
2021-01-06 08:00:00,1.0849,0.0865,242.27,0.1,0.163,0.0,0.0,0.163,0.783
2021-01-06 09:00:00,0.783,0.0624,240.23,0.1,0.1794,0.0,0.0,0.1794,0.6474
2021-01-06 10:00:00,0.6474,0.0516,240.24,0.1,0.0,0.0976,0.0,0.0976,0.4285
2021-01-06 11:00:00,0.4285,0.0342,240.72,0.1,0.0,0.0356,0.0,0.0356,0.5133
2021-01-06 12:00:00,0.5133,0.0409,240.04,0.1,0.0,0.0668,0.0,0.0668,0.2132
2021-01-06 13:00:00,0.2132,0.017,241.56,0.1,0.0,0.0336,0.0,0.0336,0.3503
2021-01-06 14:00:00,0.3503,0.0279,241.54,0.1,0.0,0.0338,0.0,0.0338,0.5344
2021-01-06 15:00:00,0.5344,0.0426,241.49,0.1,0.0,0.0,0.0,0.0,0.2704
2021-01-06 16:00:00,0.2704,0.0216,243.39,0.1,0.0,0.0,0.0,0.0,0.3281
2021-01-06 17:00:00,0.3281,0.0262,239.25,0.1,0.0,0.0,0.0,0.0,1.2154
2021-01-06 18:00:00,1.2154,0.0969,242.55,0.1,0.4676,0.0,0.0,0.4676,1.7765
2021-01-06 19:00:00,1.7765,0.1417,239.28,0.1,0.4533,0.0,0.8226,1.2759,1.5474
2021-01-06 20:00:00,1.5474,0.1234,236.28,0.1,0.2441,0.0,0.3668,0.6109,1.6962
2021-01-06 21:00:00,1.6962,0.1353,236.29,0.1,0.0,0.0,0.392,0.392,0.4773
2021-01-06 22:00:00,0.4773,0.0381,240.62,0.1,0.0,0.0,0.1729,0.1729,0.1771
2021-01-06 23:00:00,0.1771,0.0141,241.69,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-07 00:00:00,0.1,0.01,236.95,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-07 01:00:00,0.1,0.01,240.17,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-07 02:00:00,0.1,0.01,240.41,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-07 03:00:00,0.1,0.01,243.81,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-07 04:00:00,0.1,0.01,238.44,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-07 05:00:00,0.1,0.01,239.85,0.1,0.0,0.0,0.0,0.0,0.2637
2021-01-07 06:00:00,0.2637,0.021,241.85,0.1,0.0,0.0,0.0,0.0,0.5438
2021-01-07 07:00:00,0.5438,0.0434,240.05,0.1,0.0889,0.0,0.0,0.0889,1.0139
2021-01-07 08:00:00,1.0139,0.0808,240.92,0.1,0.2395,0.0,0.0,0.2395,0.9929
2021-01-07 09:00:00,0.9929,0.0792,240.77,0.1,0.1181,0.0,0.0,0.1181,0.568
2021-01-07 10:00:00,0.568,0.0453,239.82,0.1,0.0,0.0648,0.0,0.0648,0.1
2021-01-07 11:00:00,0.1,0.01,242.32,0.1,0.0,0.0186,0.0,0.0186,0.5177
2021-01-07 12:00:00,0.5177,0.0413,237.43,0.1,0.0,0.0959,0.0,0.0959,0.3657
2021-01-07 13:00:00,0.3657,0.0292,240.25,0.1,0.0,0.0396,0.0,0.0396,0.1965
2021-01-07 14:00:00,0.1965,0.0157,239.67,0.1,0.0,0.0206,0.0,0.0206,0.4331
2021-01-07 15:00:00,0.4331,0.0345,241.09,0.1,0.0,0.0,0.0,0.0,0.3133
2021-01-07 16:00:00,0.3133,0.025,239.48,0.1,0.0,0.0,0.0,0.0,0.3948
2021-01-07 17:00:00,0.3948,0.0315,243.39,0.1,0.0,0.0,0.0,0.0,1.19
2021-01-07 18:00:00,1.19,0.0949,245.49,0.1,0.3379,0.0,0.0,0.3379,1.5836
2021-01-07 19:00:00,1.5836,0.1263,238.84,0.1,0.5117,0.0,0.7816,1.2933,1.3158
2021-01-07 20:00:00,1.3158,0.1049,239.26,0.1,0.2371,0.0,0.3146,0.5517,1.5482
2021-01-07 21:00:00,1.5482,0.1235,234.7,0.1,0.0,0.0,0.4211,0.4211,0.3314
2021-01-07 22:00:00,0.3314,0.0264,235.08,0.1,0.0,0.0,0.096,0.096,0.2448
2021-01-07 23:00:00,0.2448,0.0195,239.36,0.1,0.0,0.0,0.0,0.0,0.1517
2021-01-08 00:00:00,0.1517,0.0121,244.93,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-08 01:00:00,0.1,0.01,240.44,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-08 02:00:00,0.1,0.01,243.58,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-08 03:00:00,0.1,0.01,244.52,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-08 04:00:00,0.1,0.01,237.03,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-08 05:00:00,0.1,0.01,239.86,0.1,0.0,0.0,0.0,0.0,0.1855
2021-01-08 06:00:00,0.1855,0.0148,236.73,0.1,0.0,0.0,0.0,0.0,0.8474
2021-01-08 07:00:00,0.8474,0.0676,242.59,0.1,0.2156,0.0,0.0,0.2156,0.7797
2021-01-08 08:00:00,0.7797,0.0622,238.03,0.1,0.124,0.0,0.0,0.124,0.946
2021-01-08 09:00:00,0.946,0.0754,237.53,0.1,0.182,0.0,0.0,0.182,0.4169
2021-01-08 10:00:00,0.4169,0.0332,243.03,0.1,0.0,0.0416,0.0,0.0416,0.5709
2021-01-08 11:00:00,0.5709,0.0455,243.33,0.1,0.0,0.1087,0.0,0.1087,0.333
2021-01-08 12:00:00,0.333,0.0266,237.48,0.1,0.0,0.0306,0.0,0.0306,0.1
2021-01-08 13:00:00,0.1,0.01,242.47,0.1,0.0,0.0163,0.0,0.0163,0.3774
2021-01-08 14:00:00,0.3774,0.0301,243.15,0.1,0.0,0.0526,0.0,0.0526,0.6252
2021-01-08 15:00:00,0.6252,0.0499,240.45,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-08 16:00:00,0.1,0.01,240.98,0.1,0.0,0.0,0.0,0.0,0.1841
2021-01-08 17:00:00,0.1841,0.0147,235.47,0.1,0.0,0.0,0.0,0.0,1.4573
2021-01-08 18:00:00,1.4573,0.1162,242.63,0.1,0.5175,0.0,0.0,0.5175,1.5299
2021-01-08 19:00:00,1.5299,0.122,242.83,0.1,0.4593,0.0,0.5204,0.9797,1.3823
2021-01-08 20:00:00,1.3823,0.1102,237.17,0.1,0.5032,0.0,0.3985,0.9017,1.8102
2021-01-08 21:00:00,1.8102,0.1443,240.0,0.1,0.0,0.0,0.8578,0.8578,0.1591
2021-01-08 22:00:00,0.1591,0.0127,239.76,0.1,0.0,0.0,0.0712,0.0712,0.3414
2021-01-08 23:00:00,0.3414,0.0272,239.39,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-09 00:00:00,0.1,0.01,233.6,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-09 01:00:00,0.1,0.01,245.67,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-09 02:00:00,0.1,0.01,238.2,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-09 03:00:00,0.1,0.01,236.47,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-09 04:00:00,0.1,0.01,235.26,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-09 05:00:00,0.1,0.01,241.08,0.1,0.0,0.0,0.0,0.0,0.4089
2021-01-09 06:00:00,0.4089,0.0326,238.7,0.1,0.0,0.0,0.0,0.0,1.2792
2021-01-09 07:00:00,1.2792,0.102,236.51,0.1,0.3132,0.0,0.0,0.3132,1.14
2021-01-09 08:00:00,1.14,0.0909,235.31,0.1,0.3097,0.0,0.0,0.3097,1.0587
2021-01-09 09:00:00,1.0587,0.0844,240.42,0.1,0.1164,0.0,0.0,0.1164,0.3453
2021-01-09 10:00:00,0.3453,0.0275,235.17,0.1,0.0,0.0947,0.0,0.0947,0.3806
2021-01-09 11:00:00,0.3806,0.0303,236.73,0.1,0.0,0.11,0.0,0.11,0.4812
2021-01-09 12:00:00,0.4812,0.0384,235.19,0.1,0.0,0.129,0.0,0.129,0.3584
2021-01-09 13:00:00,0.3584,0.0286,238.1,0.1,0.0,0.104,0.0,0.104,0.4124
2021-01-09 14:00:00,0.4124,0.0329,242.62,0.1,0.0,0.1027,0.0,0.1027,0.6831
2021-01-09 15:00:00,0.6831,0.0545,236.62,0.1,0.0,0.075,0.0,0.075,0.3854
2021-01-09 16:00:00,0.3854,0.0307,239.51,0.1,0.0,0.0581,0.0,0.0581,0.2956
2021-01-09 17:00:00,0.2956,0.0236,241.11,0.1,0.0,0.0,0.0,0.0,1.326
2021-01-09 18:00:00,1.326,0.1057,241.51,0.1,0.3825,0.0,0.0,0.3825,1.4357
2021-01-09 19:00:00,1.4357,0.1145,235.29,0.1,0.2961,0.0,0.3552,0.6513,1.9673
2021-01-09 20:00:00,1.9673,0.1569,239.95,0.1,0.5056,0.0,0.8154,1.321,1.727
2021-01-09 21:00:00,1.727,0.1377,236.91,0.1,0.0,0.0,0.7258,0.7258,0.4679
2021-01-09 22:00:00,0.4679,0.0373,240.06,0.1,0.0,0.0,0.183,0.183,0.5609
2021-01-09 23:00:00,0.5609,0.0447,243.17,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-10 00:00:00,0.1,0.01,243.31,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-10 01:00:00,0.1,0.01,241.17,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-10 02:00:00,0.1,0.01,240.86,0.1,0.0,0.0,0.0,0.0,0.1749
2021-01-10 03:00:00,0.1749,0.0139,239.06,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-10 04:00:00,0.1,0.01,241.24,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-10 05:00:00,0.1,0.01,233.58,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-10 06:00:00,0.1,0.01,237.46,0.1,0.0,0.0,0.0,0.0,0.9076
2021-01-10 07:00:00,0.9076,0.0724,240.36,0.1,0.1385,0.0,0.0,0.1385,0.9675
2021-01-10 08:00:00,0.9675,0.0771,238.28,0.1,0.287,0.0,0.0,0.287,0.7418
2021-01-10 09:00:00,0.7418,0.0592,240.34,0.1,0.0797,0.0,0.0,0.0797,0.5102
2021-01-10 10:00:00,0.5102,0.0407,240.92,0.1,0.0,0.1485,0.0,0.1485,0.3427
2021-01-10 11:00:00,0.3427,0.0273,239.4,0.1,0.0,0.0928,0.0,0.0928,0.3537
2021-01-10 12:00:00,0.3537,0.0282,236.15,0.1,0.0,0.084,0.0,0.084,0.4124
2021-01-10 13:00:00,0.4124,0.0329,242.37,0.1,0.0,0.1209,0.0,0.1209,0.4172
2021-01-10 14:00:00,0.4172,0.0333,238.29,0.1,0.0,0.1209,0.0,0.1209,0.2367
2021-01-10 15:00:00,0.2367,0.0189,241.89,0.1,0.0,0.032,0.0,0.032,0.3837
2021-01-10 16:00:00,0.3837,0.0306,238.79,0.1,0.0,0.1079,0.0,0.1079,0.4929
2021-01-10 17:00:00,0.4929,0.0393,238.4,0.1,0.0,0.0,0.0,0.0,1.5903
2021-01-10 18:00:00,1.5903,0.1268,237.74,0.1,0.2904,0.0,0.0,0.2904,1.2992
2021-01-10 19:00:00,1.2992,0.1036,240.97,0.1,0.3336,0.0,0.3714,0.705,2.059
2021-01-10 20:00:00,2.059,0.1642,236.69,0.1,0.7551,0.0,0.8712,1.6263,1.6982
2021-01-10 21:00:00,1.6982,0.1354,237.89,0.1,0.0,0.0,0.6442,0.6442,0.4637
2021-01-10 22:00:00,0.4637,0.037,236.33,0.1,0.0,0.0,0.1249,0.1249,0.8047
2021-01-10 23:00:00,0.8047,0.0642,237.93,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-11 00:00:00,0.1,0.01,236.71,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-11 01:00:00,0.1,0.01,235.49,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-11 02:00:00,0.1,0.01,240.13,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-11 03:00:00,0.1,0.01,237.72,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-11 04:00:00,0.1,0.01,240.69,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-11 05:00:00,0.1,0.01,241.03,0.1,0.0,0.0,0.0,0.0,0.4976
2021-01-11 06:00:00,0.4976,0.0397,238.15,0.1,0.0,0.0,0.0,0.0,0.5903
2021-01-11 07:00:00,0.5903,0.0471,240.44,0.1,0.0807,0.0,0.0,0.0807,1.0632
2021-01-11 08:00:00,1.0632,0.0848,239.68,0.1,0.2632,0.0,0.0,0.2632,0.9561
2021-01-11 09:00:00,0.9561,0.0762,238.14,0.1,0.1497,0.0,0.0,0.1497,0.3367
2021-01-11 10:00:00,0.3367,0.0268,238.82,0.1,0.0,0.0455,0.0,0.0455,0.2831
2021-01-11 11:00:00,0.2831,0.0226,235.32,0.1,0.0,0.0333,0.0,0.0333,0.3573
2021-01-11 12:00:00,0.3573,0.0285,239.09,0.1,0.0,0.0648,0.0,0.0648,0.624
2021-01-11 13:00:00,0.624,0.0498,242.62,0.1,0.0,0.0371,0.0,0.0371,0.6079
2021-01-11 14:00:00,0.6079,0.0485,241.03,0.1,0.0,0.0777,0.0,0.0777,0.1878
2021-01-11 15:00:00,0.1878,0.015,244.15,0.1,0.0,0.0,0.0,0.0,0.4239
2021-01-11 16:00:00,0.4239,0.0338,241.8,0.1,0.0,0.0,0.0,0.0,0.1229
2021-01-11 17:00:00,0.1229,0.01,240.26,0.1,0.0,0.0,0.0,0.0,1.2458
2021-01-11 18:00:00,1.2458,0.0993,241.56,0.1,0.334,0.0,0.0,0.334,1.5724
2021-01-11 19:00:00,1.5724,0.1254,239.11,0.1,0.4478,0.0,0.459,0.9068,1.4404
2021-01-11 20:00:00,1.4404,0.1149,239.54,0.1,0.3837,0.0,0.6853,1.069,1.3304
2021-01-11 21:00:00,1.3304,0.1061,240.08,0.1,0.0,0.0,0.5871,0.5871,0.3146
2021-01-11 22:00:00,0.3146,0.0251,243.19,0.1,0.0,0.0,0.0791,0.0791,0.4101
2021-01-11 23:00:00,0.4101,0.0327,243.49,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-12 00:00:00,0.1,0.01,236.35,0.1,0.0,0.0,0.0,0.0,0.1
2021-01-12 01:00:00,0.1,0.01,234.86,0.1,0.0,0.0,0.0,0.0,0.1
